2023-08-19 15:19:25 | INFO | model_worker | args: Namespace(host='172.27.118.4', port=21002, worker_address='http://localhost:21002', controller_address='http://172.27.118.4:21001', model_path='./models/lmsysvicuna_13b_v1.5', revision='main', device='cuda', gpus=None, num_gpus=1, max_gpu_memory=None, load_8bit=True, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, model_names=['vicuna-13b'], conv_template=None, limit_worker_concurrency=5, stream_interval=2, no_register=False)
2023-08-19 15:19:25 | INFO | model_worker | Loading the model ['vicuna-13b'] on worker c0675d27 ...
2023-08-19 15:19:26 | ERROR | stderr |   0%|                                                                                             | 0/3 [00:00<?, ?it/s]
2023-08-19 15:20:58 | ERROR | stderr |  33%|████████████████████████████▎                                                        | 1/3 [01:31<03:03, 91.74s/it]
2023-08-19 15:22:31 | ERROR | stderr |  67%|████████████████████████████████████████████████████████▋                            | 2/3 [03:05<01:32, 92.66s/it]
2023-08-19 15:23:33 | ERROR | stderr | 100%|█████████████████████████████████████████████████████████████████████████████████████| 3/3 [04:07<00:00, 78.69s/it]
2023-08-19 15:23:33 | ERROR | stderr | 100%|█████████████████████████████████████████████████████████████████████████████████████| 3/3 [04:07<00:00, 82.37s/it]
2023-08-19 15:23:33 | ERROR | stderr | 
2023-08-19 15:23:34 | INFO | model_worker | Register to controller
2023-08-19 15:23:34 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m225[0m]
2023-08-19 15:23:34 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2023-08-19 15:23:34 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2023-08-19 15:23:34 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://172.27.118.4:21002[0m (Press CTRL+C to quit)
2023-08-19 15:24:19 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: None. call_ct: 0. worker_id: c0675d27. 
2023-08-19 15:24:28 | INFO | stdout | [32mINFO[0m:     172.27.112.1:55192 - "[1mOPTIONS /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2023-08-19 15:24:28 | INFO | stdout | [32mINFO[0m:     172.27.112.1:55192 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2023-08-19 15:25:04 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:25:49 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:26:34 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:27:19 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:28:04 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:28:49 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:29:34 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:30:19 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:31:04 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 1. worker_id: c0675d27. 
2023-08-19 15:31:27 | INFO | stdout | [32mINFO[0m:     172.27.112.1:57274 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2023-08-19 15:31:49 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:32:34 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:33:19 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:34:04 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:34:49 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:35:34 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:36:20 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:37:05 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:37:50 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:38:35 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
2023-08-19 15:39:20 | INFO | model_worker | Send heart beat. Models: ['vicuna-13b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 2. worker_id: c0675d27. 
